Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2020-01-02,86.500152149888,87.279926685018,85.700199505198,86.959508029585,644691.82739971
2020-01-03,86.500152149888,86.639089374152,84.799720977336,85.719405175744,729205.20046464
2020-01-07,85.880708497352,85.980018831756,82.159427496814,82.300431153985,1557710.571537
2020-01-08,82.020611827427,82.640055479963,81.299548297827,81.539862289401,790836.20562129
2020-01-09,82.700954473276,84.700410642932,82.300431153985,84.659811314057,1222018.248291
2020-01-10,84.999557194912,85.539990177482,84.519901650778,85.439585849186,642102.2185607
2020-01-13,85.980018831756,86.440347150468,85.439585849186,86.320737151626,1398103.2232847
2020-01-14,86.019524166739,86.440347150468,84.540322870092,85.379780849765,2370682.0344904
2020-01-15,85.01985685935,85.659600176323,84.659811314057,85.080755852662,2251701.3984435
2020-01-16,85.419286184749,86.00044005107,84.82014219665,85.580589506357,1053641.2449429
2020-01-17,84.999557194912,86.599584039169,84.999557194912,86.239538493876,705604.7450728
2020-01-20,85.760004504619,86.239538493876,85.719405175744,85.739704840181,477158.3661933
2020-01-21,85.640394505778,86.200033158893,84.859647531633,84.939630640615,819096.27171151
2020-01-22,85.719405175744,86.00044005107,84.999557194912,84.999557194912,648360.90803604
2020-01-23,84.900125305631,86.779971476446,84.900125305631,85.480185178061,1464294.5988878
2020-01-24,85.860408832915,86.500152149888,85.520784506936,85.520784506936,589072.34731728
2020-01-27,84.799720977336,85.459885513624,82.579156486651,82.579156486651,968817.98014779
2020-01-28,82.999979470379,83.220115352393,81.179938298985,81.61996695326,1504540.2659747
2020-01-29,81.900880273709,82.159427496814,78.720153810618,79.279792463733,1565405.4359794
2020-01-30,76.000606550377,77.979884610472,74.800130586396,76.000606550377,1940162.8418055
2020-01-31,76.000606550377,76.120216549218,74.520311259838,75.659888230506,1668876.5058561
2020-02-03,75.479379238352,75.600083231086,71.819969670142,72.999295085547,1999785.6362031
2020-02-04,73.560027732555,74.999845249095,73.300508070435,74.440085041103,1067356.9967475
2020-02-05,74.5000115954,76.840186084927,73.899652058533,76.62017175779,1259476.7622639
2020-02-06,76.87969141991,77.679765619477,73.819547394675,73.899652058533,961007.02333511
2020-02-07,73.899652058533,74.760625251412,72.800552861863,74.760625251412,794305.86952489
2020-02-10,74.139966050108,74.259697603826,72.040105552156,72.560238870288,1629491.233029
2020-02-11,72.500433870868,74.000056386829,70.979417696577,73.879473948972,2389727.7368086
2020-02-12,74.000056386829,74.760625251412,73.31971374098,74.440085041103,1127969.3849783
2020-02-13,74.40057970612,74.579994704382,72.700148533567,74.579994704382,619338.75170903
2020-02-14,74.999845249095,76.659677092773,74.999845249095,76.000606550377,1391237.857552
2020-02-17,76.780381085506,77.100799740939,75.519978567227,75.799797893785,368559.57122222
2020-02-18,74.999845249095,76.459840875196,74.800130586396,75.500772896682,1224860.6389039
2020-02-19,75.500772896682,75.779498229348,73.259787186683,73.439323739822,1615806.3767746
2020-02-20,73.500222733134,73.720237060271,72.500433870868,72.879563531829,1301767.1530328
2020-02-21,72.539939205851,73.720237060271,72.440628871447,73.300508070435,856598.78843757
2020-02-24,72.0997889967,72.321018872606,69.37939085232,69.800213836049,1026570.1894187
2020-02-25,69.800213836049,70.279869380183,68.299618881073,68.319796990633,1424565.730094
2020-02-26,68.279197661758,68.639243207051,65.899396282372,66.600160147535,1518215.7599413
2020-02-27,66.160131493261,66.619365818081,59.700097561936,60.899722641779,1381356.89888
2020-02-28,59.499288905345,59.759902561357,55.040048247321,58.639531261234,3039912.4185317
2020-03-02,61.499839068893,62.199630495041,59.560187898657,60.559976760924,2037669.1980475
2020-03-03,61.800079614765,62.800962470923,60.619781760344,62.259313939584,1804094.1578448
2020-03-04,62.000888271356,62.000888271356,59.040054580525,59.040054580525,1696461.5509872
2020-03-05,60.400861427099,60.599482095907,56.559848872843,56.859967863838,1742633.5463283
2020-03-06,56.259729881848,56.500165428299,53.520004512046,54.339284382158,1785479.120771
2020-03-09,50.000626161991,56.119820218569,49.28077818116,54.239974047755,3127163.3245848
2020-03-10,55.860300556449,56.280029546285,51.060220023678,51.420022459217,2203096.1444717
2020-03-11,51.72026300509,52.480831869673,46.099808608315,46.46945698888,2119051.8220316
2020-03-12,44.460276429075,45.939599280598,41.999397946815,43.440187902371,2372104.1660257
2020-03-13,44.399377435762,51.379544685219,43.42000979281,45.680079618478,2757275.2447065
2020-03-16,45.689682453751,49.299862296828,42.670137757391,48.000075998444,2934274.9152301
2020-03-17,49.640580616699,51.500248677952,47.500120789872,49.460193179422,2882210.2958713
2020-03-18,50.000626161991,51.399844349657,47.000287136177,47.870741609453,2099719.633703
2020-03-19,48.499909652138,50.700174478386,47.720135117009,50.500459815686,1858193.2023688
2020-03-20,52.699752202918,53.680335394639,51.680757670106,52.5800206492,3527840.2245208
2020-03-23,52.000082331647,53.380094848767,49.109872024279,49.719591286665,1379722.2434089
2020-03-24,52.500037540219,52.600320313638,49.659907842121,50.099936496395,1545682.8402446
2020-03-25,52.420905315376,52.460410650359,49.680085951682,51.200129686957,1342522.1285827
2020-03-26,50.700174478386,52.90056085951,50.099936496395,52.90056085951,1519033.0876768
2020-03-27,52.90056085951,53.320289849346,51.420022459217,51.939183338335,1697247.0469438
2020-03-30,52.360006322063,53.340589513784,50.719501703808,52.480831869673,1464477.1635022
2020-03-31,52.999871193914,55.700091228733,52.360006322063,55.700091228733,2814990.0048257
2020-04-01,54.000632495195,55.939311226415,52.999871193914,55.580481229891,1952016.4345426
