Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2020-01-02,174.20113836632,179.9923570089,171.99705768884,177.81230628429,4522.1387923283
2020-01-03,179.9923570089,186.79550366694,176.19962944699,185.59267102587,5809.398705565
2020-01-07,185.3990964055,186.79550366694,183.20703070446,186.00118022472,5126.1472057896
2020-01-08,186.00118022472,186.00118022472,182.99076112859,185.3990964055,7942.7986848899
2020-01-09,185.59267102587,185.59267102587,182.78650652917,182.78650652917,5897.4465792474
2020-01-10,185.59267102587,186.39900944452,184.6034379659,186.20543482415,2394.9021641614
2020-01-13,186.20543482415,186.79550366694,184.00135414667,185.0012671857,3606.4409060313
2020-01-14,185.0012671857,185.0012671857,182.19643768638,184.39918336647,9289.9311522307
2020-01-15,186.00118022472,188.00100630278,182.99076112859,186.60326404395,2796.4004681531
2020-01-16,184.20694374348,188.00100630278,184.20694374348,186.99975826637,6395.7975442898
2020-01-17,186.00118022472,189.01159932086,186.00118022472,188.00100630278,4032.5926146541
2020-01-20,188.39750052519,193.19014112613,188.39750052519,189.99816238606,19065.006088451
2020-01-21,189.99816238606,192.01000344055,189.01159932086,189.99816238606,6945.216276068
2020-01-22,192.79364690371,192.99656650576,188.39750052519,190.60024620529,1721.335930491
2020-01-23,192.01000344055,192.01000344055,190.19307200382,190.99941042247,7444.4477198472
2020-01-24,190.79382082566,190.79382082566,189.99816238606,189.99816238606,5020.4897573707
2020-01-27,189.99816238606,190.79382082566,181.79860846658,186.60326404395,5781.2233859866
2020-01-28,186.99975826637,189.60166816365,185.0012671857,186.99975826637,5778.5819497762
2020-01-29,185.0012671857,187.79541670597,185.0012671857,186.00118022472,1974.9138066963
2020-01-30,185.0012671857,186.39900944452,182.99076112859,185.59267102587,1879.8221031193
2020-01-31,185.0012671857,185.59267102587,182.38867730937,183.60485992426,3613.4847359259
2020-02-03,182.99076112859,182.99076112859,178.00588090467,178.00588090467,5923.8609413521
2020-02-04,178.00588090467,182.78650652917,178.00588090467,182.78650652917,2904.6993527825
2020-02-05,182.78650652917,188.80734472143,182.59426690618,188.80734472143,4146.1743717044
2020-02-06,186.99975826637,189.79390778664,182.99076112859,184.00135414667,8491.3369379312
2020-02-07,184.00135414667,184.00135414667,178.99377896725,178.99377896725,1846.36391112
2020-02-10,178.99377896725,183.20703070446,178.00588090467,178.00588090467,1161.3514538709
2020-02-11,178.21013550409,181.79860846658,176.19962944699,178.40237512708,6193.2874348203
2020-02-12,176.9939528892,184.20694374348,176.9939528892,183.79709954725,4917.4737451623
2020-02-13,184.20694374348,184.20694374348,178.59728474484,179.59586278648,2873.0021182568
2020-02-14,178.00588090467,179.80011738591,175.99537484756,176.9939528892,1846.36391112
2020-02-17,175.00747678497,175.00747678497,171.79280308941,172.59914150806,5326.0158790486
2020-02-18,171.99705768884,171.99705768884,165.39816563022,170.99847964719,5374.4422095739
2020-02-19,168.59014437029,174.39337798931,166.19382406982,173.20122532729,23425.136793203
2020-02-20,175.59754562776,178.99377896725,173.59905454709,177.19954248601,3755.2418125545
2020-02-21,176.9939528892,181.79860846658,176.9939528892,177.391782109,4480.7562916975
2020-02-24,176.39320406736,176.39320406736,163.60392914898,164.39958758858,33371.024604368
2020-02-25,160.59351005285,170.80490502682,160.19701583043,169.99723161079,39666.44757266
2020-02-26,169.99723161079,179.80011738591,168.98797359009,176.9939528892,53069.094904595
2020-02-27,176.9939528892,178.40237512708,171.20273424662,172.20131228827,32405.139430072
2020-02-28,171.99705768884,179.9923570089,171.39497386961,174.20113836632,23404.885782256
2020-03-02,171.99705768884,184.79834758365,171.99705768884,181.00428502436,50027.040868869
2020-03-03,185.0012671857,191.61083922337,183.20703070446,188.20392590482,45246.041327914
2020-03-04,188.20392590482,191.61083922337,188.20392590482,189.99816238606,24444.731170446
2020-03-05,189.99816238606,189.99816238606,185.7969256253,187.60184208559,21710.844692607
2020-03-06,187.60184208559,187.60184208559,181.79860846658,185.0012671857,72662.38823514
2020-03-09,178.00588090467,178.80020434688,169.99723161079,175.19971640796,38819.427027835
2020-03-10,173.99688376689,180.81071040399,169.99723161079,175.00747678497,39021.937137304
2020-03-11,175.00747678497,175.00747678497,164.59182721157,170.40707580702,38688.235696048
2020-03-12,154.99453103326,170.2028212076,149.39555201367,163.00184532975,39347.714269929
2020-03-13,162.00326728811,169.99723161079,161.00335424908,164.39958758858,32318.852513863
2020-03-16,164.39958758858,164.39958758858,149.39555201367,154.99453103326,33007.38688606
2020-03-17,150.00965080933,163.00184532975,146.39714789397,153.99595299161,31031.592600627
2020-03-18,150.99754887192,159.00352817103,148.39697397202,153.60880375087,23479.726474887
2020-03-19,157.59510593315,161.3998484715,145.79506407475,151.99612691356,78988.627959221
2020-03-20,156.00512405134,157.39085133373,140.38965967553,148.79346819444,361221.68465449
2020-03-23,152.80246533222,154.99453103326,144.7964860331,153.2016295494,24477.308883708
2020-03-24,153.99595299161,157.00637208775,149.39555201367,151.39404309434,19799.325354962
2020-03-25,154.1881926146,159.19710279141,151.99612691356,159.19710279141,9381.5009408605
2020-03-26,160.00344121006,167.2044170879,155.40437522949,167.00016248847,9919.4734490595
2020-03-27,168.98797359009,168.98797359009,161.3998484715,165.0016714078,14832.544800538
2020-03-30,168.79439896972,168.79439896972,145.39856985233,156.00512405134,29975.898595174
2020-03-31,154.99453103326,159.40269238821,151.59963269115,157.79001555091,25303.19793885
2020-04-01,159.00352817103,161.00335424908,154.39244721403,157.59510593315,12045.82959849
2020-04-02,157.00637208775,168.98797359009,157.00637208775,161.00335424908,13245.922116781
